,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label
33,2.08,-0.82,0.04,8,-8.5,-3.56,-7.13,2.21,-0.46,0.12,0.65,0.14,0.74,14541,1269,W
34,2.08,-0.82,0.04,8,-8.5,-3.56,-7.85,2.36,0.76,0.12,0.65,0.14,0.74,14578,1306,W
35,0.64,0.16,-0.62,8,-8.5,-3.56,-7.85,2.36,0.76,0.12,0.65,0.14,0.74,14616,1344,W
36,0.64,0.16,-0.62,8,-8.5,-3.56,-8.04,2.93,1.41,0.12,0.65,0.14,0.74,14655,1383,W
37,0.64,0.16,-0.62,8,-8.5,-3.56,-8.2,3.59,1.99,0.12,0.65,0.14,0.74,14694,1422,W
38,0.64,0.16,-0.62,8,-8.5,-3.56,-8.27,4.73,0.5,0.12,0.65,0.14,0.74,14731,1459,W
39,0.65,0.47,-0.96,8,-8.5,-3.56,-8.27,4.73,0.5,0.12,0.65,0.14,0.74,14769,1497,W
40,0.65,0.47,-0.96,8,-8.5,-3.56,-8.58,6.5,3.06,0.12,0.65,0.14,0.74,14807,1535,W
41,0.65,0.47,-0.96,8,-8.5,-3.56,-6.93,7.72,3.14,0.12,0.65,0.14,0.74,14846,1574,W
42,0.65,0.47,-0.96,8,-8.5,-3.56,-8.58,4.89,1.95,0.12,0.65,0.14,0.74,14883,1611,W
43,-1.87,-0.33,0.97,8,-8.5,-3.56,-8.58,4.89,1.95,0.12,0.65,0.14,0.74,14921,1649,W
44,-0.01,-0.23,0.88,8,-8.5,-3.56,-8.58,4.89,1.95,0.12,0.65,0.14,0.74,14959,1687,W
45,-0.01,-0.23,0.88,8,-8.5,-3.56,-11,2.97,1.53,0.12,0.65,0.14,0.74,14999,1727,W
46,-0.01,-0.23,0.88,8,-8.5,-3.56,-9.58,3.39,1.64,0.12,0.65,0.14,0.74,15037,1765,W
47,-0.01,-0.23,0.88,3.88,-12.94,-10.38,-9.58,3.39,1.64,0.12,0.65,0.14,0.74,15074,1802,W
48,0.04,0,-0.03,3.88,-12.94,-10.38,-9.58,3.39,1.64,0.12,0.65,0.14,0.74,15114,1842,W
49,0.04,0,-0.03,3.88,-12.94,-10.38,-8.89,3.28,1.14,0.12,0.65,0.14,0.74,15154,1882,W
50,0.04,0,-0.03,3.88,-12.94,-10.38,-8.62,3.2,0.95,0.12,0.65,0.14,0.74,15194,1922,W
51,0.04,0,-0.03,3.88,-12.94,-10.38,-9.73,3.78,1.91,0.12,0.65,0.14,0.74,15232,1960,W
52,-0.01,-0.03,-0.04,3.88,-12.94,-10.38,-9.73,3.78,1.91,0.12,0.65,0.14,0.74,15270,1998,W
53,-0.01,-0.03,-0.04,3.88,-12.94,-10.38,-8.81,3.63,1.18,0.12,0.65,0.14,0.74,15310,2038,W
54,-0.01,-0.03,-0.04,3.88,-12.94,-10.38,-9.08,3.7,1.57,0.12,0.65,0.14,0.74,15350,2078,W
55,-0.01,-0.03,-0.04,3.88,-12.94,-10.38,-8.93,3.74,1.38,0.12,0.65,0.14,0.74,15390,2118,W
56,-0.01,-0.03,-0.04,3.88,-12.94,-10.38,-8.93,3.78,1.41,0.12,0.65,0.14,0.74,15428,2156,W
57,0.05,-0.01,0.04,3.88,-12.94,-10.38,-8.93,3.78,1.41,0.12,0.65,0.14,0.74,15468,2196,W
58,0.05,-0.01,0.04,3.88,-12.94,-10.38,-8.89,3.66,1.38,0.12,0.65,0.14,0.74,15507,2235,W
59,0.05,-0.01,0.04,3.88,-12.94,-10.38,-8.89,3.93,1.49,0.12,0.65,0.14,0.74,15547,2275,W
60,0.05,-0.01,0.04,3.88,-12.94,-10.38,-8.73,3.93,1.41,0.12,0.65,0.14,0.74,15584,2312,W
61,0.09,-0.06,0.21,3.88,-12.94,-10.38,-8.73,3.93,1.41,0.12,0.65,0.14,0.74,15624,2352,W
62,0.09,-0.06,0.21,3.88,-12.94,-10.38,-8.81,4.09,1.61,0.12,0.65,0.14,0.74,15664,2392,W
63,0.04,0.01,0.13,3.88,-12.94,-10.38,-8.81,4.09,1.61,0.12,0.65,0.14,0.74,15704,2432,W
64,0.04,0.01,0.13,3.88,-12.94,-10.38,-8.85,4.24,1.49,0.12,0.65,0.14,0.74,15742,2470,W
65,0.04,0.01,0.13,3.88,-12.94,-10.38,-8.7,4.16,1.41,0.12,0.65,0.14,0.74,15779,2507,W
66,-0.08,0.12,0.32,3.88,-12.94,-10.38,-8.7,4.16,1.41,0.12,0.65,0.14,0.74,15818,2546,W
67,-0.22,0.16,0.21,3.88,-12.94,-10.38,-8.7,4.16,1.41,0.12,0.65,0.14,0.74,15857,2585,W
68,-0.22,0.16,0.21,3.88,-12.94,-10.38,-8.96,4.39,1.14,0.12,0.65,0.14,0.74,15895,2623,W
69,-0.22,0.16,0.21,3.88,-12.94,-10.38,-9.16,4.43,1.49,0.12,0.65,0.14,0.74,15933,2661,W
70,0.29,-0.21,1.47,3.88,-12.94,-10.38,-9.16,4.43,1.49,0.12,0.65,0.14,0.74,15974,2702,W
71,0.15,0.25,3.53,3.88,-12.94,-10.38,-9.16,4.43,1.49,0.12,0.65,0.14,0.74,16013,2741,W
72,0.15,0.25,3.53,3.88,-12.94,-10.38,-15.71,6.34,-1.11,0.12,0.65,0.14,0.74,16052,2780,W
73,0.15,0.25,3.53,3.88,-12.94,-10.38,-16.2,1.75,-3.34,0.12,0.65,0.14,0.74,16092,2820,W
74,0.15,0.25,3.53,3.88,-12.94,-10.38,-8.96,5.73,2.49,0.12,0.65,0.14,0.74,16131,2859,W
75,0.39,-0.73,0.64,3.88,-12.94,-10.38,-8.96,5.73,2.49,0.12,0.65,0.14,0.74,16168,2896,W
76,0.59,-0.71,-0.24,3.88,-12.94,-10.38,-8.96,5.73,2.49,0.12,0.65,0.14,0.74,16207,2935,W
77,0.59,-0.71,-0.24,3.88,-12.94,-10.38,-5.86,3.7,1.45,0.12,0.65,0.14,0.74,16246,2974,W
78,0.59,-0.71,-0.24,3.88,-12.94,-10.38,-6.4,4.16,1.72,0.12,0.65,0.14,0.74,16285,3013,W
79,0.78,-0.89,-1.68,3.88,-12.94,-10.38,-6.4,4.16,1.72,0.12,0.65,0.14,0.74,16325,3053,W
80,0.25,-0.55,-1.61,3.88,-12.94,-10.38,-6.4,4.16,1.72,0.12,0.65,0.14,0.74,16365,3093,W
81,0.25,-0.55,-1.61,3.88,-12.94,-10.38,-5.79,5.31,-1.07,0.12,0.65,0.14,0.74,16404,3132,W
82,0.25,-0.55,-1.61,3.88,-12.94,-10.38,-5.06,6.34,-0.46,0.12,0.65,0.14,0.74,16446,3174,W
83,0.25,-0.55,-1.61,3.88,-12.94,-10.38,-6.17,7,-1.11,0.12,0.65,0.14,0.74,16484,3212,W
84,0.12,0.54,-1.54,3.88,-12.94,-10.38,-6.17,7,-1.11,0.12,0.65,0.14,0.74,16524,3252,W
85,0.12,0.54,-1.54,3.88,-12.94,-10.38,-6.89,7.68,0.53,0.12,0.65,0.14,0.74,16565,3293,W
86,-0.17,0.36,-1.96,3.88,-12.94,-10.38,-6.89,7.68,0.53,0.12,0.65,0.14,0.74,16604,3332,W
87,-0.17,0.36,-1.96,3.88,-12.94,-10.38,-6.74,8.41,1.11,0.12,0.65,0.14,0.74,16644,3372,W
88,-0.17,0.36,-1.96,3.88,-12.94,-10.38,-6.86,13.05,3.41,0.12,0.65,0.14,0.74,16681,3409,W
89,-2.86,-0.16,0.3,3.88,-12.94,-10.38,-6.86,13.05,3.41,0.12,0.65,0.14,0.74,16723,3451,W
90,-0.82,-1.11,1.51,3.88,-12.94,-10.38,-6.86,13.05,3.41,0.12,0.65,0.14,0.74,16763,3491,W
91,-0.82,-1.11,1.51,3.88,-12.94,-10.38,-8.01,3.7,2.71,0.12,0.65,0.14,0.74,16804,3532,W
92,-0.82,-1.11,1.51,3.88,-12.94,-10.38,-8.85,4.62,-0.43,0.12,0.65,0.14,0.74,16844,3572,W
93,-0.82,-1.11,1.51,3.88,-12.94,-10.38,-8.77,3.74,2.07,0.12,0.65,0.14,0.74,16883,3611,W
94,0.17,-0.02,0.1,3.88,-12.94,-10.38,-8.77,3.74,2.07,0.12,0.65,0.14,0.74,16923,3651,W
95,-0.04,-0.07,0.07,3.88,-12.94,-10.38,-8.77,3.74,2.07,0.12,0.65,0.14,0.74,16962,3690,W
96,-0.04,-0.07,0.07,3.88,-12.94,-10.38,-8.7,3.82,1.03,0.12,0.65,0.14,0.74,17003,3731,W
97,-0.04,-0.07,0.07,3.88,-12.94,-10.38,-9,3.78,1.61,0.12,0.65,0.14,0.74,17043,3771,W
98,-0.04,-0.07,0.07,3.88,-12.94,-10.38,-9.12,3.78,1.18,0.12,0.65,0.14,0.74,17081,3809,W
99,0.07,-0.09,0.04,3.88,-12.94,-10.38,-9.12,3.78,1.18,0.12,0.65,0.14,0.74,17121,3849,W
100,0.07,-0.09,0.04,3.88,-12.94,-10.38,-8.7,3.89,1.61,0.12,0.65,0.14,0.74,17161,3889,W
101,0.04,-0.06,0,3.88,-12.94,-10.38,-8.7,3.89,1.61,0.12,0.65,0.14,0.74,17199,3927,W
102,0.04,-0.06,0,3.88,-12.94,-10.38,-8.85,3.89,1.64,0.12,0.65,0.14,0.74,17238,3966,W
103,0.04,-0.06,0,3.88,-12.94,-10.38,-8.39,3.97,1.68,0.12,0.65,0.14,0.74,17275,4003,W
104,0.04,-0.06,0,3.88,-12.94,-10.38,-9.81,3.7,1.26,0.12,0.65,0.14,0.74,17315,4043,W
105,0.04,-0.06,0,3.88,-12.94,-10.38,-12.68,4.51,1.14,0.12,0.65,0.14,0.74,17354,4082,W
106,0.04,-0.06,0,3.88,-12.94,-10.38,-18.58,8.14,-0.23,0.12,0.65,0.14,0.74,17395,4123,W
107,0.04,-0.06,0,3.88,-12.94,-10.38,-24.55,3.24,-0.88,0.12,0.65,0.14,0.74,17434,4162,W
108,-0.69,-1.81,1.65,3.88,-12.94,-10.38,-24.55,3.24,-0.88,0.12,0.65,0.14,0.74,17476,4204,W
109,-0.36,-0.28,1.1,3.88,-12.94,-10.38,-24.55,3.24,-0.88,0.12,0.65,0.14,0.74,17516,4244,W
110,-0.36,-0.28,1.1,3.88,-12.94,-10.38,-4.48,-0.44,0.46,0.12,0.65,0.14,0.74,17556,4284,W
111,-0.36,-0.28,1.1,3.88,-12.94,-10.38,-5.17,-1.36,1.38,0.12,0.65,0.14,0.74,17596,4324,W
112,-0.36,-0.28,1.1,3.88,-12.94,-10.38,-5.55,-1.85,2.26,0.12,0.65,0.14,0.74,17635,4363,W
113,0.18,0.58,-2.74,3.88,-12.94,-10.38,-5.55,-1.85,2.26,0.12,0.65,0.14,0.74,17675,4403,W
114,-0.73,0.72,-3.55,3.88,-12.94,-10.38,-5.55,-1.85,2.26,0.12,0.65,0.14,0.74,17715,4443,W
115,-0.73,0.72,-3.55,3.88,-12.94,-10.38,-6.66,4.12,1.38,0.12,0.65,0.14,0.74,17756,4484,W
116,-0.73,0.72,-3.55,3.88,-12.94,-10.38,-9.73,10.1,-0.35,0.12,0.65,0.14,0.74,17795,4523,W
117,-0.73,0.72,-3.55,3.88,-12.94,-10.38,-10.46,18.68,1.49,0.12,0.65,0.14,0.74,17833,4561,W
118,0.71,0.54,-2.47,3.88,-12.94,-10.38,-10.46,18.68,1.49,0.12,0.65,0.14,0.74,17874,4602,W
119,0.71,0.54,-2.47,3.88,-12.94,-10.38,-7.28,15.2,2.95,0.12,0.65,0.14,0.74,17915,4643,W
120,0.25,-1.56,2.38,3.88,-12.94,-10.38,-7.28,15.2,2.95,0.12,0.65,0.14,0.74,17954,4682,W
121,0.25,-1.56,2.38,3.88,-12.94,-10.38,-13.52,9.29,3.33,0.12,0.65,0.14,0.74,17994,4722,W
122,0.25,-1.56,2.38,3.88,-12.94,-10.38,-11.57,3.28,2.45,0.12,0.65,0.14,0.74,18032,4760,W
123,-0.57,-0.07,-0.24,3.88,-12.94,-10.38,-11.57,3.28,2.45,0.12,0.65,0.14,0.74,18073,4801,W
124,0.28,-0.11,0.4,3.88,-12.94,-10.38,-11.57,3.28,2.45,0.12,0.65,0.14,0.74,18114,4842,W
125,0.28,-0.11,0.4,3.88,-12.94,-10.38,-9.46,3.32,2.14,0.12,0.65,0.14,0.74,18154,4882,W
126,0.28,-0.11,0.4,3.88,-12.94,-10.38,-8.66,3.86,0.76,0.12,0.65,0.14,0.74,18194,4922,W
127,0.28,-0.11,0.4,3.88,-12.94,-10.38,-9,3.39,1.61,0.12,0.65,0.14,0.74,18232,4960,W
128,0.02,0.01,0.02,3.88,-12.94,-10.38,-9,3.39,1.61,0.12,0.65,0.14,0.74,18271,4999,W
129,0.02,0.01,0.02,3.88,-12.94,-10.38,-9,3.55,1.38,0.12,0.65,0.14,0.74,18310,5038,W
130,0.02,0.01,0.02,3.88,-12.94,-10.38,-9.23,3.51,1.53,0.12,0.65,0.14,0.74,18349,5077,W
131,0.02,0.01,0.02,3.88,-12.94,-10.38,-8.89,3.51,1.38,0.12,0.65,0.14,0.74,18386,5114,W
132,0.02,0.01,0.02,3.88,-12.94,-10.38,-9,3.51,1.53,0.12,0.65,0.14,0.74,18423,5151,W
133,-0.03,-0.01,-0.02,3.88,-12.94,-10.38,-9,3.51,1.53,0.12,0.65,0.14,0.74,18462,5190,W
134,-0.03,-0.01,-0.02,3.88,-12.94,-10.38,-9,3.51,1.34,0.12,0.65,0.14,0.74,18503,5231,W
135,-0.03,-0.01,-0.02,3.88,-12.94,-10.38,-8.89,3.51,1.41,0.12,0.65,0.14,0.74,18544,5272,W
136,-0.03,-0.01,-0.02,3.88,-12.94,-10.38,-9.04,3.66,1.57,0.12,0.65,0.14,0.74,18582,5310,W
137,0,-0.04,0.27,3.88,-12.94,-10.38,-9.04,3.66,1.57,0.12,0.65,0.14,0.74,18622,5350,W
138,0,-0.04,0.27,3.88,-12.94,-10.38,-10.04,4.01,0.46,0.12,0.65,0.14,0.74,18663,5391,W
139,0.22,-0.14,3.51,3.88,-12.94,-10.38,-10.04,4.01,0.46,0.12,0.65,0.14,0.74,18704,5432,W
140,0.22,-0.14,3.51,3.88,-12.94,-10.38,-13.1,7.34,-0.46,0.12,0.65,0.14,0.74,18743,5471,W
141,0.22,-0.14,3.51,3.88,-12.94,-10.38,-13.02,5.89,0.04,0.12,0.65,0.14,0.74,18782,5510,W
142,-0.04,3.24,0.46,3.88,-12.94,-10.38,-13.02,5.89,0.04,0.12,0.65,0.14,0.74,18823,5551,W
143,-0.7,0.44,-2.55,3.88,-12.94,-10.38,-0.31,3.28,2.22,0.12,0.65,0.14,0.74,18903,5631,W
144,-0.7,0.44,-2.55,3.88,-12.94,-10.38,0,2.67,1.03,0.12,0.65,0.14,0.74,18944,5672,W
145,-0.7,0.44,-2.55,3.88,-12.94,-10.38,-3.29,3.86,2.98,0.12,0.65,0.14,0.74,18981,5709,W
146,0.25,0.4,-1.77,3.88,-12.94,-10.38,-3.29,3.86,2.98,0.12,0.65,0.14,0.74,19021,5749,W
147,-0.06,0.4,-1.25,3.88,-12.94,-10.38,-3.29,3.86,2.98,0.12,0.65,0.14,0.74,19060,5788,W
148,-0.06,0.4,-1.25,3.88,-12.94,-10.38,-8.46,8.57,0.23,0.12,0.65,0.14,0.74,19101,5829,W
149,-0.06,0.4,-1.25,3.88,-12.94,-10.38,-6.51,7.72,1.76,0.12,0.65,0.14,0.74,19140,5868,W
150,-0.06,0.4,-1.25,3.88,-12.94,-10.38,-7.78,8.03,-1.46,0.12,0.65,0.14,0.74,19179,5907,W
151,2.67,-4.59,2.49,3.88,-12.94,-10.38,-7.78,8.03,-1.46,0.12,0.65,0.14,0.74,19219,5947,W
152,2.67,-4.59,2.49,3.88,-12.94,-10.38,-11.76,1.14,9.73,0.12,0.65,0.14,0.74,19259,5987,W
153,0.61,0.29,0.6,3.88,-12.94,-10.38,-11.76,1.14,9.73,0.12,0.65,0.14,0.74,19298,6026,W
154,0.61,0.29,0.6,3.88,-12.94,-10.38,-10.73,4.05,2.56,0.12,0.65,0.14,0.74,19336,6064,T
155,0.61,0.29,0.6,-5.31,-22.69,-10.63,-10.73,4.05,2.56,0.12,0.65,0.14,0.74,19374,6102,T
156,0.61,0.29,0.6,-5.31,-22.69,-10.63,-8.5,3.63,1.41,0.12,0.65,0.14,0.74,19414,6142,T
157,-0.11,-0.06,0.09,-5.31,-22.69,-10.63,-8.5,3.63,1.41,0.12,0.65,0.14,0.74,19453,6181,T
158,-0.11,-0.06,0.09,-5.31,-22.69,-10.63,-9.23,3.63,1.45,0.12,0.65,0.14,0.74,19493,6221,T
159,-0.11,-0.06,0.09,-5.31,-22.69,-10.63,-8.73,3.74,1.38,0.12,0.65,0.14,0.74,19532,6260,T
160,0.04,-0.05,0.01,-5.31,-22.69,-10.63,-8.73,3.74,1.38,0.12,0.65,0.14,0.74,19573,6301,T
161,-0.02,-0.02,0,-5.31,-22.69,-10.63,-8.73,3.74,1.38,0.12,0.65,0.14,0.74,19613,6341,T
162,-0.02,-0.02,0,-5.31,-22.69,-10.63,-8.96,3.7,1.34,0.12,0.65,0.14,0.74,19654,6382,T
163,-0.02,-0.02,0,-5.31,-22.69,-10.63,-8.85,3.59,1.49,0.12,0.65,0.14,0.74,19695,6423,T
164,-0.02,-0.02,0,-5.31,-22.69,-10.63,-9.04,3.7,1.49,0.12,0.65,0.14,0.74,19734,6462,T
165,-0.01,-0.01,-0.04,-5.31,-22.69,-10.63,-9.04,3.7,1.49,0.12,0.65,0.14,0.74,19774,6502,T
166,0.02,-0.03,0.05,-5.31,-22.69,-10.63,-9.04,3.7,1.49,0.12,0.65,0.14,0.74,19814,6542,T
167,0.02,-0.03,0.05,-5.31,-22.69,-10.63,-8.96,3.74,1.49,0.12,0.65,0.14,0.74,19855,6583,T
168,0.02,-0.03,0.05,-5.31,-22.69,-10.63,-8.85,3.7,1.41,0.12,0.65,0.14,0.74,19894,6622,T
169,0.02,-0.03,0.05,-5.31,-22.69,-10.63,-9,3.74,1.49,0.12,0.65,0.14,0.74,19932,6660,T
170,-0.03,0.01,-0.06,-5.31,-22.69,-10.63,-9,3.74,1.49,0.12,0.65,0.14,0.74,19972,6700,T
171,-0.03,0.01,-0.06,-5.31,-22.69,-10.63,-8.85,3.7,1.38,0.12,0.65,0.14,0.74,20014,6742,T
172,-0.02,0.01,-0.04,-5.31,-22.69,-10.63,-8.85,3.7,1.38,0.12,0.65,0.14,0.74,20054,6782,T
173,-0.02,0.01,-0.04,-5.31,-22.69,-10.63,-8.89,3.7,1.38,0.12,0.65,0.14,0.74,20094,6822,T
174,-0.02,0.01,-0.04,-5.31,-22.69,-10.63,-8.93,3.74,1.49,0.12,0.65,0.14,0.74,20132,6860,T
175,0.01,0,-0.01,-5.31,-22.69,-10.63,-8.93,3.74,1.49,0.12,0.65,0.14,0.74,20173,6901,T
176,0.01,-0.01,0,-5.31,-22.69,-10.63,-8.93,3.74,1.49,0.12,0.65,0.14,0.74,20213,6941,T
177,0.01,-0.01,0,-5.31,-22.69,-10.63,-8.93,3.74,1.45,0.12,0.65,0.14,0.74,20253,6981,T
178,0.01,-0.01,0,-5.31,-22.69,-10.63,-8.89,3.7,1.49,0.12,0.65,0.14,0.74,20293,7021,T
179,0.01,-0.01,0,-5.31,-22.69,-10.63,-8.85,3.7,1.49,0.12,0.65,0.14,0.74,20331,7059,T
180,0,0,-0.03,-5.31,-22.69,-10.63,-8.85,3.7,1.49,0.12,0.65,0.14,0.74,20371,7099,T
181,0,0,-0.03,-5.31,-22.69,-10.63,-8.93,3.7,1.45,0.12,0.65,0.14,0.74,20411,7139,T
182,0,0,-0.03,-5.31,-22.69,-10.63,-8.93,3.7,1.45,0.12,0.65,0.14,0.74,20452,7180,T
183,0,0,-0.03,-5.31,-22.69,-10.63,-8.89,3.7,1.49,0.12,0.65,0.14,0.74,20492,7220,T
184,0,0,-0.03,-5.31,-22.69,-10.63,-9,3.66,1.45,0.12,0.65,0.14,0.74,20530,7258,T
185,0.01,0.01,-0.05,-5.31,-22.69,-10.63,-9,3.66,1.45,0.12,0.65,0.14,0.74,20571,7299,W
186,0,0.02,-0.07,-5.31,-22.69,-10.63,-9,3.66,1.45,0.12,0.65,0.14,0.74,20611,7339,W
187,0,0.02,-0.07,-5.31,-22.69,-10.63,-8.89,3.59,1.41,0.12,0.65,0.14,0.74,20649,7377,W
188,0,0.02,-0.07,-5.31,-22.69,-10.63,-8.93,3.55,1.53,0.12,0.65,0.14,0.74,20690,7418,W
189,0,0.02,-0.07,-5.31,-22.69,-10.63,-8.93,3.59,1.49,0.12,0.65,0.14,0.74,20728,7456,W
190,0.16,-0.09,-0.08,-5.31,-22.69,-10.63,-8.93,3.59,1.49,0.12,0.65,0.14,0.74,20769,7497,W
191,0.05,0,-0.07,-5.31,-22.69,-10.63,-8.93,3.59,1.49,0.12,0.65,0.14,0.74,20809,7537,W
192,0.05,0,-0.07,-5.31,-22.69,-10.63,-9,3.43,1.68,0.12,0.65,0.14,0.74,20850,7578,W
193,0.05,0,-0.07,-5.31,-22.69,-10.63,-9.08,3.51,1.61,0.12,0.65,0.14,0.74,20890,7618,W
194,0.05,0,-0.07,-5.31,-22.69,-10.63,-8.96,3.51,1.49,0.12,0.65,0.14,0.74,20928,7656,W
195,-0.02,0.01,0.02,-5.31,-22.69,-10.63,-8.96,3.51,1.49,0.12,0.65,0.14,0.74,20967,7695,W
196,-0.02,0.01,0.02,-5.31,-22.69,-10.63,-9.2,3.59,1.53,0.12,0.65,0.14,0.74,21006,7734,W
197,-0.02,0.01,0.02,-5.31,-22.69,-10.63,-8.93,3.47,1.49,0.12,0.65,0.14,0.74,21046,7774,W
198,-0.02,0.01,0.02,-5.31,-22.69,-10.63,-9.2,3.51,1.53,0.12,0.65,0.14,0.74,21085,7813,W
199,-0.02,0.01,0.02,-5.19,-22.06,-11.69,-9.2,3.51,1.53,0.12,0.65,0.14,0.74,21123,7851,W
200,-0.02,0.01,0.02,-5.19,-22.06,-11.69,-9.23,3.51,1.41,0.12,0.65,0.14,0.74,21164,7892,W
201,-0.03,-0.14,0.15,-5.19,-22.06,-11.69,-9.23,3.51,1.41,0.12,0.65,0.14,0.74,21203,7931,W
202,-0.03,-0.14,0.15,-5.19,-22.06,-11.69,-8.58,3.86,1.68,0.12,0.65,0.14,0.74,21243,7971,W
203,-0.03,-0.14,0.15,-5.19,-22.06,-11.69,-9.39,4.89,2.3,0.12,0.65,0.14,0.74,21282,8010,W
204,-2.23,0.97,-1.11,-5.19,-22.06,-11.69,-9.39,4.89,2.3,0.12,0.65,0.14,0.74,21323,8051,W
205,-7.78,1.96,-0.58,-5.19,-22.06,-11.69,-9.39,4.89,2.3,0.12,0.65,0.14,0.74,21363,8091,W
206,-7.78,1.96,-0.58,-5.19,-22.06,-11.69,-7.05,8.22,0.19,0.12,0.65,0.14,0.74,21403,8131,W
